Customer ID,Region,Vertical,Subvertical
CRM-428600,CEE,Retail,Cosmetics
CRM-1454700,Thailand,Retail,Marketplace
CRM-1565550,MENA,Consumer Electronics,Consumer Electronics
CRM-434600,Thailand,Travel,Airlines and Airports
CRM-1452450,Indonesia,Internet and Telecom,Internet and Telecom
CRM-1010150,Australia,Retail,Cosmetics
CRM-1484650,Singapore,Retail,Shoes
CRM-355600,Turkey,Travel,Hotels and Accommodation
CRM-355650,Turkey,Travel,Hotels and Accommodation
CRM-1499950,MENA,Finance,N/A
CRM-1513100,Taiwan,Retail,Marketplace
CRM-160500,Turkey,Media and Publishing,Content Websites
CRM-160450,Turkey,Media and Publishing,Newspapers and Magazines
CRM-1454000,Turkey,Retail,Cosmetics
CRM-1459750,Benelux,Retail,Fashion Retailer
CRM-440850,Turkey,Retail,Home and Furniture
CRM-1539500,Turkey,Retail,Home and Furniture
CRM-732700,Indonesia,Other,Other
CRM-825500,Taiwan,Retail,Fashion Retailer
CRM-265500,CEE,Retail,Cosmetics
CRM-261450,Turkey,Retail,Cosmetics
CRM-1454750,Taiwan,Retail,Fashion Retailer
CRM-241400,Turkey,Travel,Online Travel Agency (OTA)
CRM-201900,Turkey,Retail,Fashion Retailer
CRM-169350,CEE,Retail,Fashion Retailer
CRM-1553550,South Cone,Retail,Fashion Retailer
CRM-249450,Malaysia,Gaming,Gaming
CRM-530450,Thailand,Retail,Office Products
CRM-151000,MENA,Other,Other
CRM-157400,Turkey,Other,Other
CRM-1471850,Malaysia,Media and Publishing,Content Websites
CRM-735500,Australia,Retail,Cosmetics
CRM-264900,Turkey,Healthcare,Pharmaceuticals
CRM-237600,Japan,Travel,Hotels and Accommodation
CRM-1482600,Russia,Retail,Kids Fashion
CRM-1478450,Turkey,Retail,Fashion Retailer
CRM-1554250,Turkey,Retail,Consumer Electronics
CRM-1586300,Brazil,Classifieds,Classifieds
CRM-161200,Indonesia,Classifieds,Classifieds
CRM-1485100,Brazil,Retail,Fashion Retailer
CRM-268550,CEE,Retail,Fashion Retailer
CRM-1537950,MENA,Healthcare,Pharmaceuticals
CRM-1454900,Turkey,B2B Commerce,B2B Commerce
CRM-513950,Malaysia,Media and Publishing,Content Websites
CRM-1373550,Thailand,Retail,Fashion Retailer
CRM-1476950,Singapore,Retail,Fashion Retailer
CRM-1477000,Singapore,Retail,Fashion Retailer
CRM-1477050,Singapore,Retail,Fashion Retailer
CRM-1152000,Japan,Retail,Consumer Electronics
CRM-1600650,Benelux,Classifieds,Classifieds
CRM-157350,Turkey,Travel,Airlines and Airports
CRM-498050,Thailand,Media and Publishing,Content Websites
CRM-1442450,Turkey,Automotive,Automotive
CRM-1443550,Vietnam,Retail,Consumer Electronics
CRM-1477450,United States,Retail,Cosmetics
CRM-174850,Indonesia,Retail,Kids Fashion
CRM-660400,Indonesia,Retail,Kids Fashion
CRM-261400,CEE,Internet and Telecom,Internet and Telecom
CRM-1450050,CEE,Internet and Telecom,Internet and Telecom
CRM-742850,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1565600,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1597350,Vietnam,Retail,Marketplace
CRM-1526250,Turkey,Retail,Supermarket Chains
CRM-300200,CEE,Retail,Cosmetics
CRM-1474800,MENA,Retail,Fashion Retailer
CRM-886850,Turkey,Healthcare,Pharmaceuticals
CRM-1468550,Turkey,Retail,Cosmetics
CRM-1578450,CEE,Retail,Cosmetics
CRM-1078250,CEE,Retail,Cosmetics
CRM-1078400,CEE,Retail,Cosmetics
CRM-1078300,CEE,Retail,Cosmetics
CRM-1078450,CEE,Retail,Cosmetics
CRM-361800,Japan,B2B Commerce,B2B Commerce
CRM-1531400,Turkey,Retail,Jewelry and Accessories
CRM-1485200,Japan,Retail,Cosmetics
CRM-1479100,Turkey,Finance,Investment
CRM-169650,Russia,Retail,Fashion Retailer
CRM-1455200,CEE,Retail,Fashion Retailer
CRM-157300,Turkey,Travel,Hotels and Accommodation
CRM-1023900,Turkey,Travel,Online Travel Agency (OTA)
CRM-240000,Turkey,Travel,Online Travel Agency (OTA)
CRM-1443000,Vietnam,Automotive,Automotive
CRM-1472750,Turkey,Automotive,Automotive
CRM-183350,Turkey,Automotive,Automotive
CRM-234950,Turkey,Automotive,Automotive
CRM-1463050,Turkey,Automotive,Automotive
CRM-1520350,Turkey,Automotive,Automotive
CRM-272600,Indonesia,Other,Other
CRM-1091150,Benelux,Retail,Marketplace
CRM-686250,Indonesia,Internet and Telecom,Internet and Telecom
CRM-166300,Turkey,Retail,Fashion Retailer
CRM-595750,Indonesia,Finance,Banking
CRM-1493450,Australia,Retail,Cosmetics
CRM-1560250,Turkey,Retail,Office Products
CRM-1538350,Brazil,Healthcare,Pharmaceuticals
CRM-1559750,France,Other,Other
CRM-482500,Turkey,Retail,Animal Products
CRM-195300,Turkey,Retail,Kids Fashion
CRM-1455450,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1456900,Turkey,Retail,Office Products
CRM-1378600,Turkey,Finance,"Credit, Loans and P2P"
CRM-1585400,United States,Retail,Marketplace
CRM-312150,Turkey,Retail,Office Products
CRM-1477100,United Kingdom,Retail,Consumer Electronics
CRM-712600,Hong Kong,Retail,Supermarket Chains
CRM-162150,Singapore,Healthcare,Hospital and Dentistry
CRM-214800,Russia,Retail,Entertainment and Ticketing
CRM-314650,Indonesia,Retail,Fashion Retailer
CRM-1560700,Indonesia,Other,Other
CRM-163750,Turkey,Retail,Fashion Retailer
CRM-496650,Indonesia,Finance,"Credit, Loans and P2P"
CRM-225550,Indonesia,B2B SaaS,B2B SaaS
CRM-1580150,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1514850,Turkey,Retail,Gifts
CRM-1487900,Taiwan,Retail,Fashion Retailer
CRM-1403300,Japan,B2B Commerce,B2B Commerce
CRM-1484600,Taiwan,Retail,Marketplace
CRM-1562450,Turkey,Retail,Jewelry and Accessories
CRM-281300,Turkey,Travel,Airlines and Airports
CRM-885100,Turkey,Travel,Airlines and Airports
CRM-463700,Turkey,Retail,Jewelry and Accessories
CRM-159450,Turkey,Retail,Fashion Retailer
CRM-156600,Turkey,Retail,Home and Furniture
CRM-1490950,Spain,Retail,Animal Products
CRM-1491000,Spain,Retail,Fashion Retailer
CRM-1473000,Spain,Retail,Fashion Retailer
CRM-599300,Turkey,Retail,Home and Furniture
CRM-195200,Indonesia,Retail,Cosmetics
CRM-1190750,Japan,Career and Education,Jobs and Employment
CRM-639400,Turkey,Retail,Fashion Retailer
CRM-1194100,Turkey,Retail,Animal Products
CRM-1514900,France,Retail,Fashion Retailer
CRM-1508950,France,Retail,Fashion Retailer
CRM-1509300,France,Retail,Fashion Retailer
CRM-1509350,France,Retail,Fashion Retailer
CRM-1557800,Turkey,Other,Other
CRM-1529300,France,Other,Other
CRM-1480800,Benelux,Retail,Animal Products
CRM-173800,Turkey,Automotive,Automotive
CRM-635700,CEE,Healthcare,Pharmaceuticals
CRM-836050,CEE,Healthcare,Pharmaceuticals
CRM-836200,CEE,Healthcare,Pharmaceuticals
CRM-836250,CEE,Healthcare,Pharmaceuticals
CRM-836150,CEE,Other,Pharmaceuticals
CRM-571300,Vietnam,Healthcare,Pharmaceuticals
CRM-1443750,Philippines,B2B Commerce,B2B Commerce
CRM-1435900,France,Retail,Consumer Electronics
CRM-1443150,Taiwan,Retail,Consumer Electronics
CRM-1450600,United Kingdom,Retail,Consumer Electronics
CRM-1132850,France,Retail,Consumer Electronics
CRM-563450,CEE,Retail,Consumer Electronics
CRM-1567650,MENA,Retail,Cosmetics
CRM-581600,Malaysia,Retail,Gifts
CRM-1455900,Philippines,Restaurants and Delivery,Restaurants and Delivery
CRM-524950,CEE,Retail,Jewelry and Accessories
CRM-794700,Vietnam,Retail,Consumer Electronics
CRM-1502200,Vietnam,Retail,Fashion Retailer
CRM-1453500,Vietnam,Retail,Fashion Retailer
CRM-159700,Turkey,Retail,Fashion Retailer
CRM-515050,Russia,Real Estate,Real Estate
CRM-1482650,Turkey,Retail,Supermarket Chains
CRM-752450,CEE,Retail,Fashion Retailer
CRM-1561000,Indonesia,Career and Education,Education and Universities
CRM-1472450,United Kingdom,Media and Publishing,Content Websites
CRM-1488300,Taiwan,Other,Other
CRM-1467000,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1517250,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1517300,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1511100,Malaysia,Restaurants and Delivery,Restaurants and Delivery
CRM-1468850,Benelux,Restaurants and Delivery,Restaurants and Delivery
CRM-1468900,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1468950,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1459300,Singapore,Restaurants and Delivery,Restaurants and Delivery
CRM-1450300,Hong Kong,Restaurants and Delivery,Restaurants and Delivery
CRM-1444400,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-152450,CEE,Restaurants and Delivery,Restaurants and Delivery
CRM-1032050,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-483850,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1393900,Taiwan,Retail,Fashion Retailer
CRM-1580700,United States,Non Profit Organizations,Non Profit Organizations
CRM-1577000,United States,Non Profit Organizations,Non Profit Organizations
CRM-912150,Australia,Retail,Shoes
CRM-1291050,Australia,Retail,Sports
CRM-206600,Indonesia,Retail,Consumer Electronics
CRM-1560050,Benelux,Retail,Gardening
CRM-1598500,South Cone,Retail,N/A
CRM-317450,Turkey,B2B Commerce,B2B Commerce
CRM-1554300,Turkey,Retail,Home and Furniture
CRM-5599700,Brazil,Automotive,Automotive
CRM-1535400,Turkey,Finance,Banking
CRM-5604400,Benelux,N/A,N/A
CRM-1050750,Turkey,Retail,Automotive
CRM-1554150,MENA,Automotive,Automotive
CRM-1460300,Brazil,Retail,Marketplace
CRM-744000,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-1430450,Vietnam,Restaurants and Delivery,Restaurants and Delivery
CRM-1577850,Turkey,Other,N/A
CRM-161650,Malaysia,Retail,Fashion Retailer
CRM-744050,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-274200,Turkey,Retail,Home and Furniture
CRM-1500150,South Cone,Automotive,Automotive
CRM-1453700,Thailand,Media and Publishing,Newspapers and Magazines
CRM-1442150,Thailand,Retail,Consumer Electronics
CRM-621600,Thailand,Media and Publishing,Content Websites
CRM-270300,Turkey,Automotive,Automotive
CRM-775100,Japan,Other,Consumer Electronics
CRM-1510500,Vietnam,Career and Education,Education and Universities
CRM-1451150,United Kingdom,Retail,Fitness
CRM-1479050,Taiwan,Career and Education,Education and Universities
CRM-1531150,Indonesia,Healthcare,Hospital and Dentistry
CRM-1359550,Korea,Retail,Cosmetics
CRM-1503450,Singapore,Retail,Consumer Electronics
CRM-5606700,Brazil,N/A,N/A
CRM-151950,CEE,Other,Other
CRM-1476600,Turkey,Retail,Cosmetics
CRM-1460400,Hong Kong,Retail,Marketplace
CRM-248500,Turkey,Internet and Telecom,Internet and Telecom
CRM-664600,Turkey,Travel,Online Travel Agency (OTA)
CRM-642900,Singapore,Real Estate,Real Estate
CRM-1350200,Turkey,Retail,Fitness
CRM-1442900,Singapore,Finance,Insurance
CRM-494250,CEE,Finance,Insurance
CRM-1499450,France,Automotive,Automotive
CRM-1516600,Taiwan,Media and Publishing,Newspapers and Magazines
CRM-219350,Russia,Retail,Fashion Retailer
CRM-1538000,MENA,Fashion,Fashion Retailer
CRM-1495000,MENA,Retail,Fashion Retailer
CRM-1516550,Malaysia,Retail,Fashion Retailer
CRM-1082550,Malaysia,Retail,Fashion Retailer
CRM-1082600,Malaysia,Retail,Fashion Retailer
CRM-452700,Turkey,Retail,Sports
CRM-1090100,Russia,Retail,Fashion Retailer
CRM-1538100,South Cone,Retail,Animal Products
CRM-1517850,MENA,Other,N/A
CRM-1329700,France,Travel,Online Travel Agency (OTA)
CRM-1478700,Australia,Retail,Consumer Electronics
CRM-1478750,Australia,Retail,Supermarket Chains
CRM-1030400,Australia,Retail,Marketplace
CRM-1497600,MENA,N/A,N/A
CRM-987600,Indonesia,Restaurants and Delivery,Content Websites
CRM-920750,Taiwan,Retail,Fashion Retailer
CRM-252250,Turkey,Finance,Insurance
CRM-1483000,Taiwan,Retail,Fashion Retailer
CRM-1544850,Taiwan,Retail,Fashion Retailer
CRM-269400,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1582300,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-415750,Russia,Other,Other
CRM-1449950,Brazil,Restaurants and Delivery,Restaurants and Delivery
CRM-1455850,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1553350,MENA,Automotive,Automotive
CRM-304700,Turkey,Retail,Fashion Retailer
CRM-5602050,Vietnam,N/A,N/A
CRM-1491800,Turkey,Retail,Home and Furniture
CRM-914900,Turkey,Retail,Home and Furniture
CRM-1445550,Turkey,Career and Education,Education and Universities
CRM-1472400,Malaysia,Finance,Banking
CRM-1464250,Vietnam,Classifieds,Classifieds
CRM-676950,CEE,Retail,Fashion Retailer
CRM-476850,Malaysia,Travel,Hotels and Accommodation
CRM-152650,CEE,Automotive,Automotive
CRM-1586050,Australia,Retail,Fashion Retailer
CRM-1479400,Taiwan,Retail,Fashion Retailer
CRM-1449650,Korea,Retail,Sports
CRM-1129500,Korea,Non Profit Organizations,Education and Universities
CRM-158150,Turkey,Retail,Home Appliances
CRM-1465350,CEE,Retail,Fashion Retailer
CRM-1457950,CEE,Retail,Fashion Retailer
CRM-1465400,CEE,Retail,Fashion Retailer
CRM-1465450,CEE,Retail,Fashion Retailer
CRM-1465500,CEE,Retail,Fashion Retailer
CRM-1465550,CEE,Retail,Fashion Retailer
CRM-1464550,CEE,Retail,Fashion Retailer
CRM-1464600,CEE,Retail,Fashion Retailer
CRM-1465600,CEE,Retail,Fashion Retailer
CRM-604150,Turkey,Career and Education,Education and Universities
CRM-166200,Turkey,Automotive,Automotive
CRM-1469550,France,Transportation and Logistics,Transportation and Logistics
CRM-1461200,Turkey,Travel,Car Rentals
CRM-1526800,Brazil,Other,Other
CRM-1482900,Indonesia,Retail,Fashion Retailer
CRM-607050,Korea,Travel,Car Rentals
CRM-1495750,Korea,N/A,N/A
CRM-1562650,Australia,Retail,Fashion Retailer
CRM-408050,Korea,Retail,Marketplace
CRM-1586100,Australia,Retail,Fashion Retailer
CRM-1484350,United States,Retail,N/A
CRM-1509150,Taiwan,Retail,Consumer Electronics
CRM-1459450,Taiwan,Retail,Consumer Electronics
CRM-1459500,Taiwan,Retail,Consumer Electronics
CRM-1443100,Taiwan,Retail,Consumer Electronics
CRM-1499750,Brazil,Retail,Fashion Retailer
CRM-856450,Malaysia,Comparison,Banking
CRM-730800,MENA,Retail,Fashion Retailer
CRM-1461450,Benelux,Retail,Home and Furniture
CRM-1586700,Taiwan,Retail,Fashion Retailer
CRM-223500,Vietnam,Retail,Fashion Retailer
CRM-841000,Thailand,Retail,Fashion Retailer
CRM-461200,Singapore,Retail,Home and Furniture
CRM-1442350,Philippines,Finance,Banking
CRM-1469650,Turkey,Retail,Consumer Electronics
CRM-1206050,Turkey,Retail,Consumer Electronics
CRM-1557850,Turkey,Retail,Marketplace
CRM-630550,Korea,Retail,Fashion Retailer
CRM-1471900,Malaysia,Media and Publishing,Content Websites
CRM-1481350,Russia,Automotive,Automotive
CRM-1481300,Russia,Automotive,Automotive
CRM-1580750,United States,Retail,Fashion Retailer
CRM-1483300,Indonesia,Retail,Cosmetics
CRM-1454150,Turkey,Retail,Cosmetics
CRM-1526200,Vietnam,Retail,Fashion Retailer
CRM-665150,Turkey,Retail,Home Appliances
CRM-1466250,Spain,Retail,Consumer Electronics
CRM-397650,MENA,Travel,Airlines and Airports
CRM-1131850,Russia,Other,Other
CRM-1126800,Russia,Retail,Animal Products
CRM-726400,Spain,Retail,Flowers
CRM-859900,Malaysia,Retail,Gifts
CRM-1442400,Taiwan,Retail,Fashion Retailer
CRM-185950,Indonesia,Real Estate,Real Estate
CRM-572250,CEE,Retail,Shoes
CRM-228050,Indonesia,Retail,Office Products
CRM-1530400,Turkey,Media and Publishing,Content Websites
CRM-470750,Taiwan,Retail,Cosmetics
CRM-1459900,Turkey,Media and Publishing,Content Websites
CRM-1517350,Turkey,Media and Publishing,Content Websites
CRM-158300,Turkey,Media and Publishing,Content Websites
CRM-512700,MENA,Travel,Hotels and Accommodation
CRM-1486050,MENA,Retail,Home and Furniture
CRM-1511050,Indonesia,Finance,Investment
CRM-1102650,Turkey,Retail,Shoes
CRM-1458950,Spain,Travel,Online Travel Agency (OTA)
CRM-1549550,Australia,Automotive,Automotive
CRM-1578400,Brazil,Retail,Supermarket Chains
CRM-1508650,Brazil,Retail,Consumer Electronics
CRM-1506000,United Kingdom,Retail,Consumer Electronics
CRM-1506050,United Kingdom,Retail,Consumer Electronics
CRM-1506100,Australia,Retail,Consumer Electronics
CRM-1511600,United Kingdom,Retail,Consumer Electronics
CRM-1597450,United Kingdom,Retail,Consumer Electronics
CRM-1597500,United Kingdom,Retail,Consumer Electronics
CRM-1597550,United Kingdom,Retail,Consumer Electronics
CRM-1600400,United Kingdom,Retail,Consumer Electronics
CRM-1597600,United Kingdom,Retail,Consumer Electronics
CRM-1598600,United Kingdom,Retail,Consumer Electronics
CRM-1599850,United Kingdom,Retail,Consumer Electronics
CRM-1597650,United Kingdom,Retail,Consumer Electronics
CRM-1506200,United Kingdom,Retail,Consumer Electronics
CRM-1601450,MENA,Retail,Consumer Electronics
CRM-1506250,Australia,Retail,Consumer Electronics
CRM-1577400,United Kingdom,Retail,Consumer Electronics
CRM-1598700,United Kingdom,Retail,Consumer Electronics
CRM-1506300,United Kingdom,Retail,Consumer Electronics
CRM-226650,Korea,Retail,Consumer Electronics
CRM-1005900,Korea,Retail,Consumer Electronics
CRM-957900,Australia,Retail,Home Appliances
CRM-1473950,MENA,Retail,Consumer Electronics
CRM-1552700,Korea,Retail,Consumer Electronics
CRM-1473450,MENA,Retail,Consumer Electronics
CRM-1473500,MENA,Retail,Consumer Electronics
CRM-1473550,MENA,Retail,Consumer Electronics
CRM-902900,MENA,Retail,Consumer Electronics
CRM-1474000,MENA,Retail,Consumer Electronics
CRM-1473600,MENA,Retail,Consumer Electronics
CRM-1474050,MENA,Retail,Consumer Electronics
CRM-1473650,MENA,Retail,Consumer Electronics
CRM-419600,Korea,Internet and Telecom,Internet and Telecom
CRM-5613650,MENA,N/A,N/A
CRM-788200,Korea,B2B SaaS,B2B SaaS
CRM-322550,Turkey,Retail,Consumer Electronics
CRM-619650,MENA,Retail,Consumer Electronics
CRM-1461250,Turkey,Retail,Sports
CRM-295200,Turkey,Retail,Sports
CRM-185100,Turkey,Retail,Supermarket Chains
CRM-1233800,Singapore,Retail,Cosmetics
CRM-1511250,Australia,Retail,Entertainment and Ticketing
CRM-1448650,Brazil,Finance,Banking
CRM-1517950,Brazil,Finance,Banking
CRM-1518000,Brazil,Finance,Banking
CRM-1518050,Brazil,Finance,Banking
CRM-1492500,Brazil,Finance,"Credit, Loans and P2P"
CRM-726750,Russia,Retail,Home and Furniture
CRM-1486150,MENA,Retail,Fashion Retailer
CRM-1537450,Turkey,Retail,Fashion Retailer
CRM-253900,Turkey,Retail,Office Products
CRM-1569600,United States,Automotive,Automotive
CRM-1589800,United States,Automotive,Automotive
CRM-1597150,United States,Automotive,Automotive
CRM-1499650,Australia,Retail,Fashion Retailer
CRM-726200,Turkey,Retail,Fashion Retailer
CRM-660050,United Kingdom,Career and Education,Education and Universities
CRM-1488950,United Kingdom,Retail,Cosmetics
CRM-421850,Malaysia,Media and Publishing,Newspapers and Magazines
CRM-1517750,MENA,Other,N/A
CRM-1458500,Thailand,Retail,Home and Furniture
CRM-291050,Turkey,Automotive,Automotive
CRM-618000,Thailand,Retail,Home and Furniture
CRM-1036400,Taiwan,Healthcare,Pharmaceuticals
CRM-1090300,Singapore,Travel,Airlines and Airports
CRM-1549450,Vietnam,Finance,Banking
CRM-1493850,Australia,Retail,Fashion Retailer
CRM-1607000,Australia,N/A,N/A
CRM-1479000,United Kingdom,Retail,Fashion Retailer
CRM-1589200,Turkey,B2B Commerce,B2B Commerce
CRM-729700,Turkey,Retail,Fashion Retailer
CRM-185700,Turkey,Retail,Fashion Retailer
CRM-1598050,France,Internet and Telecom,Internet and Telecom
CRM-531500,Turkey,Retail,Fashion Retailer
CRM-1544250,Spain,Finance,Insurance
CRM-1470800,Indonesia,Healthcare,Hospital and Dentistry
CRM-593800,Indonesia,Transportation and Logistics,Transportation and Logistics
CRM-176100,Russia,Retail,Fashion Retailer
CRM-774850,CEE,Retail,Home and Furniture
CRM-209750,Turkey,Retail,Cosmetics
CRM-155400,Turkey,Finance,Banking
CRM-1537600,Taiwan,Retail,Fashion Retailer
CRM-1512950,Vietnam,Retail,Cosmetics
CRM-580050,Turkey,Retail,Cosmetics
CRM-661350,Russia,Retail,Cosmetics
CRM-637400,MENA,Retail,Cosmetics
CRM-1600200,Korea,Healthcare,Pharmaceuticals
CRM-1574200,Brazil,Other,Other
CRM-172500,Turkey,Other,Other
CRM-471450,Taiwan,Travel,Online Travel Agency (OTA)
CRM-579650,Indonesia,Automotive,Automotive
CRM-1289700,Hong Kong,Retail,Fashion Retailer
CRM-495600,MENA,Retail,Consumer Electronics
CRM-1449300,Vietnam,Finance,Banking
CRM-862500,Turkey,Transportation and Logistics,Transportation and Logistics
CRM-1494700,MENA,Classifieds,Classifieds
CRM-243550,Korea,Finance,Investment
CRM-247250,Indonesia,Transportation and Logistics,Transportation and Logistics
CRM-1586150,Australia,Retail,Fashion Retailer
CRM-1586200,Australia,Retail,Fashion Retailer
CRM-1443800,Russia,Retail,Consumer Electronics
CRM-1086200,Korea,Retail,Cosmetics
CRM-151450,MENA,Transportation and Logistics,Transportation and Logistics
CRM-163900,Singapore,B2B Commerce,B2B Commerce
CRM-1608350,MENA,N/A,N/A
CRM-647750,Russia,Retail,Consumer Electronics
CRM-571450,Spain,Other,Other
CRM-229300,Russia,Retail,Marketplace
CRM-360100,Vietnam,Retail,Marketplace
CRM-5607750,Benelux,N/A,N/A
CRM-1445300,Malaysia,Retail,Supermarket Chains
CRM-159050,Turkey,Finance,Insurance
CRM-157700,Turkey,Finance,Insurance
CRM-1458550,Turkey,Retail,Fashion Retailer
CRM-201250,Singapore,Travel,Airlines and Airports
CRM-1476650,Indonesia,Healthcare,Hospital and Dentistry
CRM-1536150,Indonesia,Finance,Investment
CRM-1498700,Turkey,Retail,Fashion Retailer
CRM-161600,Singapore,Travel,Airlines and Airports
CRM-1393800,Singapore,Finance,Insurance
CRM-1449450,Turkey,Retail,Cosmetics
CRM-1449700,Taiwan,Real Estate,Real Estate
CRM-1471950,Malaysia,Media and Publishing,Content Websites
CRM-1172250,Australia,Retail,Sports
CRM-1364950,Australia,Retail,Sports
CRM-1595750,Benelux,Retail,Fashion Retailer
CRM-1169800,Singapore,Retail,Fitness
CRM-1462000,CEE,Retail,Home and Furniture
CRM-1537150,Taiwan,Retail,Marketplace
CRM-168850,CEE,Finance,Transportation and Logistics
CRM-1454450,MENA,Retail,Marketplace
CRM-531300,Turkey,Retail,Fashion Retailer
CRM-408200,Korea,Retail,Consumer Electronics
CRM-1461900,Spain,Career and Education,Education and Universities
CRM-907550,Vietnam,Finance,"Credit, Loans and P2P"
CRM-1380800,Singapore,Career and Education,Jobs and Employment
CRM-351350,Turkey,Retail,Sports
CRM-1537850,France,Media and Publishing,Content Websites
CRM-634850,Russia,Retail,Fashion Retailer
CRM-1518300,Vietnam,Retail,Kids Fashion
CRM-588950,Turkey,B2B Commerce,B2B Commerce
CRM-1483950,Vietnam,Retail,Home and Furniture
CRM-153550,Russia,B2B Commerce,B2B Commerce
CRM-718100,Turkey,Retail,Jewelry and Accessories
CRM-537750,Korea,Ebetting and Lottery,Ebetting and Lottery
CRM-1544950,Indonesia,Retail,Cosmetics
CRM-1444950,Vietnam,Retail,Fashion Retailer
CRM-310250,Turkey,Media and Publishing,Newspapers and Magazines
CRM-314800,Turkey,Retail,Kids Fashion
CRM-463250,Indonesia,Other,Other
CRM-1301500,Turkey,Retail,Gifts
CRM-1569850,Australia,Restaurants and Delivery,Restaurants and Delivery
CRM-361700,MENA,Automotive,Automotive
CRM-561800,Turkey,Other,Other
CRM-1500050,Russia,Retail,N/A
CRM-1476900,MENA,Career and Education,Education and Universities
CRM-1541350,Malaysia,Real Estate,Real Estate
CRM-1519500,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1486500,Singapore,Career and Education,Education and Universities
CRM-1486550,Singapore,Career and Education,Education and Universities
CRM-1457250,Singapore,Media and Publishing,Content Websites
CRM-1570650,Korea,Other,Other
CRM-5607000,Turkey,N/A,N/A
CRM-151800,MENA,Retail,Sports
CRM-1494250,United Kingdom,Retail,Sports
CRM-1496500,South Cone,Retail,Sports
CRM-1554900,Turkey,Retail,Sports
CRM-156950,Turkey,Retail,Sports
CRM-153750,Russia,Retail,Sports
CRM-1509650,Australia,Retail,N/A
CRM-1507550,Turkey,N/A,N/A
CRM-1543300,Turkey,Automotive,Automotive
CRM-1559250,Australia,Retail,Sports
CRM-1561300,Australia,Retail,Home and Furniture
CRM-1480950,Spain,Retail,Sports
CRM-1545000,Spain,Retail,Sports
CRM-468500,Turkey,Retail,Sports
CRM-1075600,Turkey,Retail,Sports
CRM-1488350,Taiwan,Other,Other
CRM-775900,CEE,Real Estate,Real Estate
CRM-1460500,United Kingdom,B2B Commerce,B2B Commerce
CRM-1482200,MENA,Retail,Fashion Retailer
CRM-1586950,Benelux,Career and Education,Jobs and Employment
CRM-160400,Turkey,Media and Publishing,Content Websites
CRM-966450,Turkey,Other,Other
CRM-642800,United Kingdom,Transportation and Logistics,Transportation and Logistics
CRM-1468650,MENA,Finance,Banking
CRM-1466300,Australia,Retail,Fashion Retailer
CRM-1466350,Australia,Retail,Fashion Retailer
CRM-1485150,Australia,Retail,Animal Products
CRM-152250,CEE,Other,Other
CRM-1172550,Australia,Retail,Sports
CRM-486200,Singapore,Retail,Fashion Retailer
CRM-352050,Malaysia,Automotive,Automotive
CRM-1456300,Australia,Retail,Sports
CRM-1596650,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-1526750,Malaysia,N/A,N/A
CRM-153600,Russia,Retail,Consumer Electronics
CRM-807000,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1341800,Korea,Retail,Cosmetics
CRM-1579750,Taiwan,Automotive,Automotive
CRM-1577800,Taiwan,Transportation and Logistics,Transportation and Logistics
CRM-991150,Taiwan,Retail,Fashion Retailer
CRM-1449600,Vietnam,Retail,Consumer Electronics
CRM-1478400,Russia,Travel,Online Travel Agency (OTA)
CRM-836700,Australia,Finance,Banking
CRM-1461850,Brazil,Finance,Banking
CRM-530100,Taiwan,Retail,Supermarket Chains
CRM-1485300,United Kingdom,Retail,Cosmetics
CRM-797050,Japan,Other,Others
CRM-1469250,Turkey,Retail,Entertainment and Ticketing
CRM-993250,Thailand,Retail,Sports
CRM-201800,Turkey,Retail,Shoes
CRM-719100,Russia,Retail,Fashion Retailer
CRM-311000,Turkey,Healthcare,Pharmaceuticals
CRM-1373400,Australia,Other,Other
CRM-211950,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1510550,Australia,Retail,Fashion Retailer
CRM-1460600,Singapore,Career and Education,Education and Universities
CRM-1511300,Australia,Retail,Fashion Retailer
CRM-1463600,Turkey,Automotive,Automotive
CRM-418000,Russia,Retail,Consumer Electronics
CRM-1490500,Turkey,Travel,Hotels and Accommodation
CRM-1471150,MENA,Finance,Banking
CRM-1360750,MENA,Retail,Consumer Electronics
