Customer ID,Status,Customer Level
CRM-1456300,Retained,Enterprise
CRM-1596650,Onboarding,Long-tail
CRM-1526750,Retained,Semi-Enterprise
CRM-153600,Retained,Semi-Enterprise
CRM-807000,Churn,Long-tail
CRM-1341800,Churn,Semi-Enterprise
CRM-1579750,Onboarding,Enterprise
CRM-1577800,Onboarding,Enterprise
CRM-991150,Churn,Semi-Enterprise
CRM-1449600,Churn,Long-tail
CRM-1478400,Retained,Long-tail
CRM-836700,Churn,Enterprise
CRM-1461850,Churn,Enterprise
CRM-530100,Retained,Semi-Enterprise
CRM-1485300,Retained,Enterprise
CRM-797050,Churn,Long-tail
CRM-1469250,Retained,Long-tail
CRM-993250,Retained,Enterprise
CRM-201800,Churn,Long-tail
CRM-719100,Churn,Long-tail
CRM-311000,Churn,Long-tail
CRM-1373400,Retained,Semi-Enterprise
CRM-211950,Churn,Long-tail
CRM-1510550,Retained,Enterprise
CRM-1460600,Retained,Enterprise
CRM-1511300,Retained,Enterprise
CRM-1463600,Churn,Semi-Enterprise
CRM-418000,Churn,Enterprise
CRM-1490500,Retained,Enterprise
CRM-1471150,Retained,Enterprise
CRM-1360750,Churn,Semi-Enterprise
CRM-1569900,Churn,Long-tail
CRM-1455150,Churn,Enterprise
CRM-476750,Retained,Enterprise
CRM-156700,Retained,Enterprise
CRM-1199150,Retained,Enterprise
CRM-783350,Churn,Long-tail
CRM-1489900,Retained,Long-tail
CRM-1489550,Churn,Enterprise
CRM-698100,Churn,Enterprise
CRM-150600,Churn,Long-tail
CRM-295100,Churn,Long-tail
CRM-1473850,Retained,Semi-Enterprise
CRM-1573600,Retained,Semi-Enterprise
CRM-763800,Churn,Long-tail
CRM-1468150,Churn,Long-tail
CRM-1489150,Churn,Long-tail
CRM-1472000,Onboarding,Enterprise
CRM-1491100,Retained,Enterprise
CRM-1526050,Retained,Semi-Enterprise
CRM-1449750,Churn,Long-tail
CRM-1453250,Retained,Enterprise
CRM-1481200,Churn,Semi-Enterprise
CRM-1462250,Retained,Long-tail
CRM-157250,Churn,Long-tail
CRM-1370150,Contract Confirmation,Enterprise
CRM-176450,Retained,Enterprise
CRM-157000,Retained,Long-tail
CRM-1469500,Churn,Long-tail
CRM-250450,Churn,Long-tail
CRM-1460550,Churn,Semi-Enterprise
CRM-748200,Churn,Long-tail
CRM-417000,Churn,Long-tail
CRM-166850,Churn,Long-tail
CRM-1521150,Retained,Semi-Enterprise
CRM-1513500,Incomplete Deal,Long-tail
CRM-153650,Churn,Long-tail
CRM-412550,Churn,Long-tail
CRM-1489450,Incomplete Deal,Long-tail
CRM-665100,Churn,Enterprise
CRM-1580200,Onboarding,Semi-Enterprise
CRM-1560300,Onboarding,Enterprise
CRM-165750,Retained,Long-tail
CRM-226150,Retained,Long-tail
CRM-306500,Churn,Enterprise
CRM-1586550,Onboarding,Enterprise
CRM-1525250,Retained,Long-tail
CRM-1520550,Retained,Long-tail
CRM-1518400,Churn,Enterprise
CRM-164850,Retained,Enterprise
CRM-1585350,Retained,Semi-Enterprise
CRM-1474200,Retained,Semi-Enterprise
CRM-1538750,Retained,Semi-Enterprise
CRM-997700,In Opportunity Pipeline,Long-tail
CRM-1580250,Onboarding,Semi-Enterprise
CRM-508750,Churn,Long-tail
CRM-159350,Churn,Long-tail
CRM-190650,Churn,Long-tail
CRM-1589550,Onboarding,Enterprise
CRM-606900,Retained,Enterprise
CRM-861200,Churn,Enterprise
CRM-983600,Retained,Enterprise
CRM-1534700,Retained,Long-tail
CRM-1567200,Retained,Long-tail
CRM-1441500,Churn,Semi-Enterprise
CRM-1513550,Retained,Enterprise
CRM-1509750,Churn,Long-tail
CRM-1482500,Retained,Enterprise
CRM-1482550,Retained,Enterprise
CRM-1467650,Retained,Enterprise
CRM-1513650,Retained,Long-tail
CRM-1513600,Churn,Long-tail
CRM-1130700,Retained,Enterprise
CRM-1130750,Retained,Enterprise
CRM-1453200,Churn,Long-tail
CRM-1227550,Churn,Enterprise
CRM-499900,Retained,Long-tail
CRM-476600,Retained,Enterprise
CRM-428950,Churn,Long-tail
CRM-1050600,Churn,Long-tail
CRM-917450,Churn,Long-tail
CRM-150700,Churn,Long-tail
CRM-708200,Churn,Long-tail
CRM-227850,Churn,Long-tail
CRM-405100,Churn,Semi-Enterprise
CRM-505050,Churn,Long-tail
CRM-1472050,Onboarding,Enterprise
CRM-1102900,Churn,Semi-Enterprise
CRM-452650,Churn,Long-tail
CRM-712800,Churn,Long-tail
CRM-421050,Churn,Long-tail
CRM-1444700,Retained,Enterprise
CRM-1460700,Retained,Long-tail
CRM-276400,Retained,Semi-Enterprise
CRM-1099250,Churn,Long-tail
CRM-219450,Churn,Long-tail
CRM-1499000,Retained,Enterprise
CRM-1503050,Churn,Semi-Enterprise
CRM-1542550,Retained,Enterprise
CRM-1172500,Retained,Enterprise
CRM-689550,In Opportunity Pipeline,Semi-Enterprise
CRM-1469950,Retained,Semi-Enterprise
CRM-1470000,Churn,Enterprise
CRM-1470050,Retained,Semi-Enterprise
CRM-1517200,Churn,Long-tail
CRM-1295850,Churn,Semi-Enterprise
CRM-715900,Retained,Long-tail
CRM-1496000,Churn,Enterprise
CRM-1478850,Churn,Long-tail
CRM-219200,Churn,Long-tail
CRM-5602400,Retained,Enterprise
CRM-1503000,Retained,Enterprise
CRM-1535650,Retained,Semi-Enterprise
CRM-785050,Churn,Long-tail
CRM-789100,Churn,Long-tail
CRM-1510800,Churn,Enterprise
CRM-169050,Retained,Long-tail
CRM-1445750,Retained,Enterprise
CRM-1587450,Onboarding,Enterprise
CRM-776800,Churn,Semi-Enterprise
CRM-1528700,Onboarding,Semi-Enterprise
CRM-401650,Churn,Long-tail
CRM-243250,Churn,Long-tail
CRM-764500,Churn,Semi-Enterprise
CRM-1514450,Churn,Enterprise
CRM-1514500,Churn,Enterprise
CRM-160300,Retained,Semi-Enterprise
CRM-1477350,Retained,Semi-Enterprise
CRM-900250,Churn,Semi-Enterprise
CRM-430100,Churn,Long-tail
CRM-463500,Retained,Enterprise
CRM-169400,Churn,Long-tail
CRM-1079950,Churn,Semi-Enterprise
CRM-156900,Churn,Long-tail
CRM-1517700,Retained,Semi-Enterprise
CRM-463600,Retained,Enterprise
CRM-153850,Churn,Long-tail
CRM-1460450,Churn,Long-tail
CRM-1548400,Retained,Semi-Enterprise
CRM-1584300,Onboarding,Semi-Enterprise
CRM-1610300,Retained,Semi-Enterprise
CRM-198050,Churn,Long-tail
CRM-421250,Churn,Long-tail
CRM-406850,Churn,Long-tail
CRM-406800,Churn,Long-tail
CRM-421150,Churn,Long-tail
CRM-406900,Churn,Long-tail
CRM-421200,Churn,Long-tail
CRM-406750,Churn,Long-tail
CRM-421300,Churn,Long-tail
CRM-406950,Churn,Long-tail
CRM-227250,Churn,Long-tail
CRM-160050,Churn,Long-tail
CRM-1459100,Retained,Enterprise
CRM-1498000,Churn,Enterprise
CRM-1446800,Churn,Semi-Enterprise
CRM-1544750,Retained,Enterprise
CRM-1493300,Retained,Enterprise
CRM-840750,Churn,Long-tail
CRM-631850,Retained,Semi-Enterprise
CRM-1574450,Churn,Enterprise
CRM-1449400,Retained,Enterprise
CRM-1501000,Churn,Semi-Enterprise
CRM-1469350,Churn,Long-tail
CRM-379050,Churn,Long-tail
CRM-671450,Retained,Enterprise
CRM-172100,Retained,Enterprise
CRM-1177950,Churn,Semi-Enterprise
CRM-1481000,Onboarding,Semi-Enterprise
CRM-1512550,Retained,Long-tail
CRM-166750,Retained,Long-tail
CRM-363150,Churn,Long-tail
CRM-1496550,Retained,Enterprise
CRM-219500,Churn,Long-tail
CRM-1586750,Retained,Enterprise
CRM-269450,Churn,Long-tail
CRM-169450,Churn,Long-tail
CRM-166350,Retained,Enterprise
CRM-198900,Churn,Long-tail
CRM-237450,Churn,Long-tail
CRM-1528100,Retained,Enterprise
CRM-459950,Churn,Semi-Enterprise
CRM-726500,Churn,Long-tail
CRM-227350,Churn,Long-tail
CRM-1482800,Churn,Semi-Enterprise
CRM-153200,Churn,Long-tail
CRM-1484200,Retained,Semi-Enterprise
CRM-1421300,Churn,Long-tail
CRM-1493550,Retained,Enterprise
CRM-390000,Churn,Long-tail
CRM-362600,Churn,Long-tail
CRM-615000,Retained,Enterprise
CRM-746450,Churn,Long-tail
CRM-1514000,Retained,Long-tail
CRM-337850,Churn,Long-tail
CRM-1489800,Retained,Semi-Enterprise
CRM-420000,Churn,Semi-Enterprise
CRM-1478500,Retained,Enterprise
CRM-1523000,Onboarding,Enterprise
CRM-1245850,Churn,Long-tail
CRM-1245900,Churn,Long-tail
CRM-244700,Churn,Long-tail
CRM-925400,Churn,Enterprise
CRM-268450,Churn,Enterprise
CRM-161950,Churn,Enterprise
CRM-161900,Churn,Enterprise
CRM-240800,Churn,Enterprise
CRM-259250,Churn,Enterprise
CRM-1529250,Retained,Long-tail
CRM-1445800,Churn,Semi-Enterprise
CRM-1549250,Onboarding,Enterprise
CRM-1509850,Retained,Enterprise
CRM-281750,Churn,Long-tail
CRM-1542150,Retained,Enterprise
CRM-1542100,Retained,Enterprise
CRM-1579100,PoC,Enterprise
CRM-332800,Churn,Long-tail
CRM-1052200,Churn,Enterprise
CRM-713250,Churn,Long-tail
CRM-1495500,Retained,Enterprise
CRM-168000,Churn,Enterprise
CRM-237650,Churn,Long-tail
CRM-1472100,Churn,Enterprise
CRM-729600,Churn,Long-tail
CRM-1242200,Retained,Semi-Enterprise
CRM-732000,Churn,Long-tail
CRM-154100,Churn,Long-tail
CRM-150850,Churn,Long-tail
CRM-1538550,Onboarding,Enterprise
CRM-1172300,Retained,Enterprise
CRM-1364800,Retained,Enterprise
CRM-1449550,Retained,Long-tail
CRM-1455300,Retained,Enterprise
CRM-1496950,Churn,Enterprise
CRM-174300,Churn,Long-tail
CRM-1437300,Retained,Enterprise
CRM-1527250,Retained,Enterprise
CRM-1601650,Onboarding,Enterprise
CRM-268150,Churn,Long-tail
CRM-1414900,Retained,Enterprise
CRM-1587350,Onboarding,Semi-Enterprise
CRM-1028200,Retained,Enterprise
CRM-158050,Churn,Enterprise
CRM-1304000,Churn,Long-tail
CRM-1525300,Retained,Enterprise
CRM-263000,Churn,Long-tail
CRM-289850,Retained,Enterprise
CRM-746200,Churn,Long-tail
CRM-1493750,Churn,Semi-Enterprise
CRM-916650,Retained,Enterprise
CRM-815850,Churn,Enterprise
CRM-1280600,Retained,Enterprise
CRM-1553900,Retained,Enterprise
CRM-1607750,Retained,Enterprise
CRM-1486100,Churn,Semi-Enterprise
CRM-1464000,Retained,Semi-Enterprise
CRM-477800,Churn,Enterprise
CRM-1307700,Incomplete Deal,Enterprise
CRM-1453900,Retained,Enterprise
CRM-1585300,Onboarding,Enterprise
CRM-1472150,Onboarding,Enterprise
CRM-535000,Churn,Semi-Enterprise
CRM-151700,Churn,Enterprise
CRM-1541850,Retained,Enterprise
CRM-1451200,Retained,Enterprise
CRM-154250,Churn,Long-tail
CRM-1597700,Onboarding,Enterprise
CRM-1446850,Churn,
CRM-1476750,Retained,Enterprise
CRM-203250,Retained,Enterprise
CRM-1536000,Onboarding,Enterprise
CRM-1557350,Onboarding,Enterprise
CRM-1566350,Onboarding,Enterprise
CRM-1539150,Retained,Long-tail
CRM-199050,Churn,Enterprise
CRM-152850,Churn,Long-tail
CRM-1538700,Onboarding,Long-tail
CRM-1071750,Churn,Semi-Enterprise
CRM-169000,Churn,Long-tail
CRM-573700,Churn,Long-tail
CRM-531350,Churn,Enterprise
CRM-1507700,Churn,Enterprise
CRM-1510250,Onboarding,Enterprise
CRM-1551800,Retained,Enterprise
CRM-1586250,Onboarding,Enterprise
CRM-1492800,Retained,Semi-Enterprise
CRM-1554200,Churn,Enterprise
CRM-1384400,Retained,Enterprise
CRM-1492850,Churn,Semi-Enterprise
CRM-158100,Churn,Enterprise
CRM-1105850,Churn,Long-tail
CRM-1484000,Retained,Semi-Enterprise
CRM-1513800,Churn,Semi-Enterprise
CRM-1543550,Retained,Enterprise
CRM-1581100,Retained,Enterprise
CRM-1607500,Onboarding,Long-tail
CRM-990850,Churn,Long-tail
CRM-338550,Churn,Long-tail
CRM-1354300,Churn,Long-tail
CRM-459100,Churn,Long-tail
CRM-1478600,Churn,Enterprise
CRM-205950,Churn,Long-tail
CRM-394200,Retained,Enterprise
CRM-580650,Onboarding,Semi-Enterprise
CRM-626250,Retained,Enterprise
CRM-590150,Retained,Semi-Enterprise
CRM-1489000,Retained,Enterprise
CRM-617450,Retained,Semi-Enterprise
CRM-608250,Retained,Enterprise
CRM-480100,Onboarding,Enterprise
CRM-1536450,Retained,Enterprise
CRM-714500,Retained,Enterprise
CRM-652450,Retained,Semi-Enterprise
CRM-1517900,Retained,Enterprise
CRM-1520600,Retained,Long-tail
CRM-1557700,Retained,Long-tail
CRM-1488400,Churn,Enterprise
CRM-1492950,Retained,Enterprise
CRM-1607550,Onboarding,Long-tail
CRM-676000,Churn,Long-tail
CRM-414350,Churn,Long-tail
CRM-1456700,Churn,Enterprise
CRM-687150,Churn,Long-tail
CRM-1500350,Retained,Enterprise
CRM-1511200,Retained,Long-tail
CRM-211150,Churn,Long-tail
CRM-1518650,Onboarding,Semi-Enterprise
CRM-1559800,Onboarding,Semi-Enterprise
CRM-552750,Churn,Long-tail
CRM-957750,Churn,Enterprise
CRM-266200,Retained,Long-tail
CRM-949800,Retained,Semi-Enterprise
CRM-152000,Churn,Enterprise
CRM-1468400,Churn,Long-tail
CRM-1469600,Churn,Long-tail
CRM-152350,Churn,Long-tail
CRM-175750,Churn,Long-tail
CRM-1496600,Retained,Enterprise
CRM-154200,Churn,Long-tail
CRM-1476400,Incomplete Deal,Semi-Enterprise
CRM-609800,Churn,Long-tail
CRM-152750,Churn,Long-tail
CRM-1500800,Retained,Semi-Enterprise
CRM-1497200,Churn,Semi-Enterprise
CRM-1498250,Churn,Long-tail
CRM-1514800,Churn,Long-tail
CRM-1496650,Churn,Semi-Enterprise
CRM-517600,Retained,Long-tail
CRM-1470400,Onboarding,Enterprise
CRM-1496300,Retained,Semi-Enterprise
CRM-1577200,Retained,Enterprise
CRM-1513400,Churn,Semi-Enterprise
CRM-1482150,Churn,Enterprise
CRM-519200,Churn,Long-tail
CRM-351050,Onboarding,Semi-Enterprise
CRM-1582450,Onboarding,Long-tail
CRM-1482000,Retained,Long-tail
CRM-1542300,Retained,Long-tail
CRM-1241050,Churn,Long-tail
CRM-277650,Retained,Semi-Enterprise
CRM-1562700,Onboarding,Enterprise
CRM-1099500,Churn,Semi-Enterprise
CRM-719250,Incomplete Deal,Semi-Enterprise
CRM-1458250,Churn,Semi-Enterprise
CRM-158000,Churn,Long-tail
CRM-1508150,Churn,Semi-Enterprise
CRM-1481150,Churn,Semi-Enterprise
CRM-237550,Churn,Long-tail
CRM-1566750,Onboarding,Enterprise
CRM-1490750,Retained,Long-tail
CRM-566500,Churn,Long-tail
CRM-1607800,Retained,Enterprise
CRM-1531550,Retained,Enterprise
CRM-1051750,Retained,Semi-Enterprise
CRM-830700,Retained,Long-tail
CRM-833950,Retained,Semi-Enterprise
CRM-1216050,Churn,Semi-Enterprise
CRM-1331650,Churn,Long-tail
CRM-169300,Churn,Long-tail
CRM-1454200,Churn,Long-tail
CRM-1463400,Churn,Enterprise
CRM-1488450,Churn,Enterprise
CRM-1495800,Churn,Semi-Enterprise
CRM-153700,Churn,Enterprise
CRM-186200,Churn,Long-tail
CRM-243350,Churn,Long-tail
CRM-152550,Churn,Enterprise
CRM-169200,Churn,Semi-Enterprise
CRM-232800,Churn,Long-tail
CRM-159500,Churn,Long-tail
CRM-559400,Churn,Long-tail
CRM-783450,Retained,Long-tail
CRM-1536550,Onboarding,Enterprise
CRM-1500500,Retained,Semi-Enterprise
CRM-5604350,Onboarding,Semi-Enterprise
CRM-155450,Retained,Enterprise
CRM-1453850,Churn,Long-tail
CRM-993300,Churn,Enterprise
CRM-230750,Churn,Enterprise
CRM-1499600,Retained,Enterprise
CRM-1594350,Retained,Enterprise
CRM-1451550,Retained,Long-tail
CRM-1494200,Churn,Long-tail
CRM-1452500,Churn,Semi-Enterprise
