Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-730800,2022,2,2022-04-01,2022-06-30,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1461450,2022,3,2022-07-01,2022-08-10,8,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1442350,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,,I am able to report everything easily
CRM-1442350,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,,I am able to report everything easily
CRM-1442350,2022,2,2022-04-01,2022-06-24,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1442350,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,4,I am able to report everything easily
CRM-1442350,2022,3,2022-07-01,2022-09-30,10,5,Once a Week,5,4,I don't use it often
CRM-1206050,2022,2,2022-04-01,2022-04-15,10,5,Once a Day,4,3,I am able to report everything easily
CRM-1206050,2022,3,2022-07-01,2022-07-05,1,2,Once a Week,3,1,I don't use it often
CRM-1206050,2022,3,2022-07-01,2022-09-05,7,4,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-1481350,2022,1,2022-01-01,2022-03-28,9,4,Once a Day,4,5,I am able to report everything easily
CRM-1481350,2022,3,2022-07-01,2022-09-19,10,3,Once a Day,5,4,I don't use it often
CRM-1454150,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1454150,2022,3,2022-07-01,2022-08-05,8,3,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1454150,2022,2,2022-04-01,2022-06-24,8,5,Once a Month,4,3,I am able to report everything easily
CRM-1526200,2022,2,2022-04-01,2022-06-14,9,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1526200,2022,3,2022-07-01,2022-09-08,8,5,Once a Week,4,4,I am able to report everything easily
CRM-1526200,2022,3,2022-07-01,2022-09-20,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1526200,2022,3,2022-07-01,2022-09-21,9,5,Once a Day,4,4,I don't use it often
CRM-1466250,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,2,I don't use it often
CRM-1466250,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,2,I don't use it often
CRM-1466250,2022,2,2022-04-01,2022-06-23,9,5,Once a Week,4,5,I don't use it often
CRM-1466250,2022,3,2022-07-01,2022-09-23,9,5,Once a Month,5,4,I am able to report everything easily
CRM-1466250,2022,3,2022-07-01,2022-09-20,7,5,Once a Month,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1131850,2022,1,2022-01-01,2022-03-22,7,5,Once a Week,5,,I need someone from Insider team to provide me the report from the panel
CRM-1131850,2022,3,2022-07-01,2022-07-05,10,5,Once a Week,5,5,"I can pull all the numbers, but don't understand them"
CRM-1131850,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-726400,2022,1,2022-01-01,2022-03-31,6,4,Once a Week,4,4,I don't use it often
CRM-726400,2022,2,2022-04-01,2022-06-21,6,3,Once a Month,3,3,I don't use it often
CRM-726400,2022,3,2022-07-01,2022-09-29,5,3,Once a Week,3,4,I don't use it often
CRM-726400,2022,3,2022-07-01,2022-09-29,6,3,Once a Day,4,3,I don't use it often
CRM-859900,2022,1,2022-01-01,2022-02-01,5,3,Once a Week,3,2,I need someone from Insider team to provide me the report from the panel
CRM-859900,2022,2,2022-04-01,2022-06-29,4,4,Once a Week,3,3,I need someone from Insider team to provide me the report from the panel
CRM-859900,2022,3,2022-07-01,2022-07-07,1,4,Once a Week,1,3,"I can pull all the numbers, but don't understand them"
CRM-859900,2022,3,2022-07-01,2022-08-07,3,3,Once a Week,3,2,"I can pull all the numbers, but don't understand them"
CRM-859900,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5,I am able to report everything easily
CRM-470750,2022,3,2022-07-01,2022-08-05,8,5,Once a Day,4,5,I am able to report everything easily
CRM-470750,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4,I don't use it often
CRM-470750,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1486050,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4,I tried but could not find everything I need
CRM-1486050,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1486050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1486050,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1486050,2022,2,2022-04-01,2022-06-27,9,4,Once a Day,4,3,I don't use it often
CRM-1506200,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,5,I tried but could not find everything I need
CRM-1506200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,5,I tried but could not find everything I need
CRM-1506300,2022,3,2022-07-01,2022-08-24,9,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1511600,2022,3,2022-07-01,2022-09-26,7,4,Once a Week,4,4,I am able to report everything easily
CRM-957900,2022,2,2022-04-01,2022-05-18,9,5,Once a Week,5,5,I am able to report everything easily
CRM-957900,2022,3,2022-07-01,2022-08-23,9,4,Once a Week,4,4,I tried but could not find everything I need
CRM-957900,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,4,,I am able to report everything easily
CRM-957900,2022,3,2022-07-01,2022-08-26,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-902900,2022,1,2022-01-01,2022-03-20,8,5,Once a Month,4,4,I am able to report everything easily
CRM-902900,2022,1,2022-01-01,2022-03-21,8,5,Once a Month,4,4,I am able to report everything easily
CRM-902900,2022,1,2022-01-01,2022-03-01,8,4,Once a Month,4,4,I tried but could not find everything I need
CRM-902900,2022,1,2022-01-01,2022-03-21,8,4,Once a Month,4,4,I tried but could not find everything I need
CRM-902900,2022,2,2022-04-01,2022-05-10,9,4,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-902900,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-902900,2022,2,2022-04-01,2022-05-12,9,4,Once a Month,4,4,I don't use it often
CRM-902900,2022,3,2022-07-01,2022-09-28,8,4,Once a Month,4,4,I tried but could not find everything I need
CRM-419600,2022,1,2022-01-01,2022-03-28,8,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-322550,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-322550,2022,1,2022-01-01,2022-03-29,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-322550,2022,2,2022-04-01,2022-05-20,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-322550,2022,3,2022-07-01,2022-09-12,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1473950,2022,2,2022-04-01,2022-05-31,9,5,Once a Day,3,5,I am able to report everything easily
CRM-1473950,2022,3,2022-07-01,2022-08-04,8,4,Once a Week,4,4,I am able to report everything easily
CRM-619650,2022,2,2022-04-01,2022-06-01,9,4,Once a Week,4,4,I am able to report everything easily
CRM-619650,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-619650,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,3,4,I am able to report everything easily
CRM-619650,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,3,4,I am able to report everything easily
CRM-1461250,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1511250,2022,3,2022-07-01,2022-09-26,8,5,Once a Week,5,4,I am able to report everything easily
CRM-1511250,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1511250,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1511250,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1448650,2022,1,2022-01-01,2022-03-21,10,5,Once a Month,5,3,I don't use it often
CRM-1448650,2022,1,2022-01-01,2022-03-23,7,3,Once a Day,3,3,I am able to report everything easily
CRM-1448650,2022,1,2022-01-01,2022-02-01,8,3,Once a Week,4,5,I am able to report everything easily
CRM-1492950,2022,3,2022-07-01,2022-08-05,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-1492950,2022,3,2022-07-01,2022-08-16,9,4,Once a Week,4,4,I am able to report everything easily
CRM-1492950,2022,3,2022-07-01,2022-09-09,8,4,Once a Week,4,4,I am able to report everything easily
CRM-726750,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-726750,2022,2,2022-04-01,2022-05-26,10,5,Once a Day,5,5,I don't use it often
CRM-726750,2022,3,2022-07-01,2022-08-26,8,4,Once a Week,4,3,I don't use it often
CRM-726750,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-726750,2022,2,2022-04-01,2022-05-26,8,5,Once a Day,4,3,I tried but could not find everything I need
CRM-1486150,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,,I am able to report everything easily
CRM-1486150,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,,I am able to report everything easily
CRM-1486150,2022,2,2022-04-01,2022-05-10,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1486150,2022,3,2022-07-01,2022-07-28,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1486150,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,3,4,I am able to report everything easily
CRM-1486150,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,3,4,I am able to report everything easily
CRM-1486150,2022,3,2022-07-01,2022-08-17,9,5,Once a Week,5,5,I don't use it often
CRM-1486150,2022,3,2022-07-01,2022-07-26,10,5,Once a Month,4,4,"I can pull all the numbers, but don't understand them"
CRM-1486150,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,4,5,I am able to report everything easily
CRM-1486150,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,4,5,I am able to report everything easily
CRM-1486150,2022,2,2022-04-01,2022-05-11,7,4,Once a Week,3,4,I am able to report everything easily
CRM-1486150,2022,3,2022-07-01,2022-09-20,8,3,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1499650,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,5,4,I am able to report everything easily
CRM-1499650,2022,1,2022-01-01,2022-03-21,8,5,Once a Week,5,4,I am able to report everything easily
CRM-1499650,2022,2,2022-04-01,2022-06-08,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1458500,2022,2,2022-04-01,2022-06-23,9,4,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1458500,2022,3,2022-07-01,2022-08-31,8,5,Once a Week,5,5,I am able to report everything easily
CRM-1458500,2022,3,2022-07-01,2022-09-21,8,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-1458500,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1458500,2022,3,2022-07-01,2022-08-29,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1493850,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,,I tried but could not find everything I need
CRM-1493850,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,,I tried but could not find everything I need
CRM-1493850,2022,3,2022-07-01,2022-07-03,8,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1493850,2022,2,2022-04-01,2022-06-19,7,3,Once a Month,3,4,"I can pull all the numbers, but don't understand them"
CRM-1479000,2022,3,2022-07-01,2022-09-26,6,4,Once a Day,4,3,I am able to report everything easily
CRM-1479000,2022,2,2022-04-01,2022-06-14,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1479000,2022,3,2022-07-01,2022-09-26,8,5,Once a Day,4,4,I am able to report everything easily
CRM-1470800,2022,1,2022-01-01,2022-03-01,6,3,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1470800,2022,1,2022-01-01,2022-03-21,6,3,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-661350,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,5,3,I don't use it often
CRM-661350,2022,3,2022-07-01,2022-07-05,10,5,Once a Month,4,4,I don't use it often
CRM-661350,2022,3,2022-07-01,2022-09-05,8,4,Once a Month,4,4,I don't use it often
CRM-661350,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-661350,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-661350,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-661350,2022,3,2022-07-01,2022-07-07,10,5,Once a Day,5,5,I am able to report everything easily
CRM-661350,2022,3,2022-07-01,2022-08-15,10,5,Once a Day,5,5,I am able to report everything easily
CRM-661350,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1494700,2022,1,2022-01-01,2022-03-01,5,3,Once a Week,3,,I tried but could not find everything I need
CRM-1494700,2022,1,2022-01-01,2022-03-21,5,3,Once a Week,3,,I tried but could not find everything I need
CRM-243550,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,3,2022-07-01,2022-09-29,7,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,2,2022-04-01,2022-06-20,9,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,2,2022-04-01,2022-06-17,9,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-157700,2022,3,2022-07-01,2022-09-12,9,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1476650,2022,3,2022-07-01,2022-09-22,7,4,Once a Day,4,5,I tried but could not find everything I need
CRM-161600,2022,2,2022-04-01,2022-06-23,6,3,Once a Day,3,3,I don't use it often
CRM-161600,2022,3,2022-07-01,2022-09-22,8,4,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-161600,2022,2,2022-04-01,2022-06-22,8,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-161600,2022,3,2022-07-01,2022-09-21,8,5,Once a Week,4,4,I don't use it often
CRM-1472600,2022,2,2022-04-01,2022-04-19,7,3,Once a Day,4,4,I tried but could not find everything I need
CRM-1472600,2022,3,2022-07-01,2022-09-15,6,3,Once a Day,3,4,I tried but could not find everything I need
CRM-1472600,2022,3,2022-07-01,2022-09-09,6,4,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1393800,2022,3,2022-07-01,2022-09-23,9,4,Once a Week,5,5,"I can pull all the numbers, but don't understand them"
CRM-1393800,2022,3,2022-07-01,2022-09-06,0,1,Once a Day,1,1,I tried but could not find everything I need
CRM-1449700,2022,3,2022-07-01,2022-07-10,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1449700,2022,2,2022-04-01,2022-04-18,3,1,Once a Week,2,2,I need someone from Insider team to provide me the report from the panel
CRM-1449700,2022,3,2022-07-01,2022-09-19,10,5,Once a Day,4,3,I am able to report everything easily
CRM-1449700,2022,3,2022-07-01,2022-09-08,10,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-785300,2022,3,2022-07-01,2022-07-05,9,5,Once a Day,5,4,I don't use it often
CRM-785300,2022,3,2022-07-01,2022-08-05,9,5,Once a Month,4,5,I am able to report everything easily
CRM-785300,2022,3,2022-07-01,2022-09-05,7,4,Once a Week,4,3,I tried but could not find everything I need
CRM-271550,2022,2,2022-04-01,2022-04-22,8,5,Once a Day,4,4,I don't use it often
CRM-271550,2022,3,2022-07-01,2022-08-30,8,4,Once a Day,4,3,I don't use it often
CRM-271550,2022,2,2022-04-01,2022-04-22,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-271550,2022,3,2022-07-01,2022-08-30,10,5,Once a Week,4,4,I tried but could not find everything I need
CRM-271550,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1462000,2022,1,2022-01-01,2022-03-31,8,3,Once a Day,4,4,I am able to report everything easily
CRM-1462000,2022,3,2022-07-01,2022-07-05,7,4,Once a Day,3,4,I don't use it often
CRM-1462000,2022,3,2022-07-01,2022-09-09,10,4,Once a Day,4,5,I don't use it often
CRM-1462000,2022,2,2022-04-01,2022-05-04,9,4,Once a Day,4,5,I don't use it often
CRM-1462000,2022,1,2022-01-01,2022-02-01,8,3,Once a Month,4,4,I don't use it often
CRM-1454450,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,5,3,I am able to report everything easily
CRM-1454450,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,3,I am able to report everything easily
CRM-1454450,2022,3,2022-07-01,2022-08-31,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1454450,2022,3,2022-07-01,2022-08-10,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1454450,2022,2,2022-04-01,2022-05-17,8,4,Once a Day,4,4,I don't use it often
CRM-1454450,2022,3,2022-07-01,2022-09-05,9,5,Once a Day,4,5,I am able to report everything easily
CRM-1414900,2022,2,2022-04-01,2022-05-27,10,5,Once a Day,5,4,I am able to report everything easily
CRM-1414950,2022,3,2022-07-01,2022-09-06,10,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1414950,2022,2,2022-04-01,2022-05-26,10,5,Once a Day,3,3,I tried but could not find everything I need
CRM-1444950,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1444950,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1444950,2022,3,2022-07-01,2022-08-30,10,4,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1444950,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,4,4,I am able to report everything easily
CRM-1444950,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,4,I am able to report everything easily
CRM-1301500,2022,1,2022-01-01,2022-03-30,10,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1301500,2022,2,2022-04-01,2022-06-21,9,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1301500,2022,3,2022-07-01,2022-09-30,9,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1500050,2022,3,2022-07-01,2022-09-30,8,4,Once a Week,4,4,I don't use it often
CRM-1500050,2022,1,2022-01-01,2022-03-31,7,3,Once a Month,0,3,I don't use it often
CRM-1476900,2022,3,2022-07-01,2022-07-04,9,5,Once a Week,5,5,I am able to report everything easily
CRM-1476900,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,4,I am able to report everything easily
CRM-1476900,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,4,I am able to report everything easily
CRM-1457250,2022,2,2022-04-01,2022-06-17,6,3,Once a Month,3,3,I tried but could not find everything I need
CRM-1457250,2022,3,2022-07-01,2022-09-28,6,3,Once a Month,3,3,I tried but could not find everything I need
CRM-1457250,2022,2,2022-04-01,2022-06-16,7,4,Once a Day,4,4,I don't use it often
CRM-1496500,2022,2,2022-04-01,2022-06-09,8,4,Once a Day,3,5,I need someone from Insider team to provide me the report from the panel
CRM-1496500,2022,3,2022-07-01,2022-09-29,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1496500,2022,1,2022-01-01,2022-02-01,9,4,Once a Day,5,4,I am able to report everything easily
CRM-1496500,2022,2,2022-04-01,2022-05-11,9,4,Once a Day,4,4,I don't use it often
CRM-1496500,2022,3,2022-07-01,2022-09-05,8,4,Once a Day,3,3,I am able to report everything easily
CRM-1496500,2022,2,2022-04-01,2022-06-07,10,5,Once a Day,5,3,I need someone from Insider team to provide me the report from the panel
CRM-156950,2022,3,2022-07-01,2022-08-05,2,3,Once a Day,3,1,I need someone from Insider team to provide me the report from the panel
CRM-156950,2022,1,2022-01-01,2022-02-01,9,5,Once a Month,5,5,I don't use it often
CRM-156950,2022,3,2022-07-01,2022-09-06,9,5,Once a Month,5,4,I need someone from Insider team to provide me the report from the panel
CRM-156950,2022,2,2022-04-01,2022-06-30,6,2,Once a Week,2,1,I tried but could not find everything I need
CRM-156950,2022,3,2022-07-01,2022-09-06,9,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-156950,2022,1,2022-01-01,2022-02-01,10,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CRM-153750,2022,3,2022-07-01,2022-09-23,10,5,Once a Week,5,5,I am able to report everything easily
CRM-153750,2022,1,2022-01-01,2022-03-31,9,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-153750,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-153750,2022,3,2022-07-01,2022-09-29,8,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1480950,2022,1,2022-01-01,2022-03-31,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1480950,2022,2,2022-04-01,2022-06-30,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1480950,2022,3,2022-07-01,2022-09-02,7,4,Once a Day,3,5,I tried but could not find everything I need
CRM-1482200,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,0,5,I am able to report everything easily
CRM-1482200,2022,2,2022-04-01,2022-05-31,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1482200,2022,3,2022-07-01,2022-07-05,7,5,Once a Day,5,5,I am able to report everything easily
CRM-1482200,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1482200,2022,2,2022-04-01,2022-05-23,10,4,Once a Day,5,5,I don't use it often
CRM-1482200,2022,3,2022-07-01,2022-08-04,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1482200,2022,3,2022-07-01,2022-08-05,10,5,Once a Week,5,5,I am able to report everything easily
CRM-1482200,2022,1,2022-01-01,2022-03-21,8,4,Once a Month,4,4,I am able to report everything easily
CRM-1482200,2022,2,2022-04-01,2022-05-19,7,3,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-1482200,2022,3,2022-07-01,2022-08-11,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1468650,2022,1,2022-01-01,2022-03-01,8,3,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1468650,2022,1,2022-01-01,2022-03-21,8,3,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1466300,2022,3,2022-07-01,2022-09-29,9,4,Once a Week,4,3,"I can pull all the numbers, but don't understand them"
CRM-1466350,2022,3,2022-07-01,2022-09-26,9,4,Once a Week,4,4,I am able to report everything easily
CRM-1485150,2022,3,2022-07-01,2022-09-23,8,4,Once a Week,5,5,I am able to report everything easily
CRM-1485150,2022,2,2022-04-01,2022-04-20,10,5,Once a Week,4,4,I don't use it often
CRM-1485150,2022,3,2022-07-01,2022-07-05,10,5,Once a Week,5,4,I am able to report everything easily
CRM-1485150,2022,3,2022-07-01,2022-08-05,10,5,Once a Week,5,4,I am able to report everything easily
CRM-1485150,2022,3,2022-07-01,2022-09-06,8,4,Once a Week,5,4,I am able to report everything easily
CRM-153600,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-153600,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,5,5,I am able to report everything easily
CRM-153600,2022,3,2022-07-01,2022-08-18,10,5,Once a Week,5,5,I am able to report everything easily
CRM-153600,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1478400,2022,2,2022-04-01,2022-05-26,8,5,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1478400,2022,3,2022-07-01,2022-08-31,8,5,Once a Day,4,2,I tried but could not find everything I need
CRM-1478400,2022,3,2022-07-01,2022-08-31,8,4,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1478400,2022,3,2022-07-01,2022-09-07,7,4,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1478400,2022,1,2022-01-01,2022-03-23,7,5,Once a Day,5,4,I don't use it often
CRM-530100,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,,I am able to report everything easily
CRM-530100,2022,2,2022-04-01,2022-06-30,9,4,Once a Week,5,5,I am able to report everything easily
CRM-530100,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,5,5,I am able to report everything easily
CRM-530100,2022,2,2022-04-01,2022-06-27,8,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-530100,2022,3,2022-07-01,2022-09-23,8,5,Once a Week,4,4,"I can pull all the numbers, but don't understand them"
CRM-1485300,2022,3,2022-07-01,2022-09-28,7,3,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1469250,2022,2,2022-04-01,2022-06-20,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1469250,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1469250,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1373400,2022,2,2022-04-01,2022-06-21,9,4,Once a Week,4,4,I don't use it often
CRM-1373400,2022,3,2022-07-01,2022-09-13,10,5,Once a Week,4,5,I am able to report everything easily
CRM-1460600,2022,2,2022-04-01,2022-04-01,8,4,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1463600,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1463600,2022,3,2022-07-01,2022-09-02,7,4,Once a Month,4,3,I don't use it often
CRM-1463600,2022,1,2022-01-01,2022-02-01,4,3,Once a Month,3,4,"I can pull all the numbers, but don't understand them"
CRM-1463600,2022,2,2022-04-01,2022-06-01,4,3,Once a Month,3,4,I am able to report everything easily
CRM-156700,2022,3,2022-07-01,2022-09-14,7,3,Once a Week,3,4,I tried but could not find everything I need
CRM-1199150,2022,2,2022-04-01,2022-06-21,10,5,Once a Week,5,4,I don't use it often
CRM-1199150,2022,3,2022-07-01,2022-09-22,7,4,Once a Month,4,4,I don't use it often
CRM-1199150,2022,1,2022-01-01,2022-03-31,6,4,Once a Day,4,3,I don't use it often
CRM-1199150,2022,2,2022-04-01,2022-06-24,6,4,Once a Day,3,3,I don't use it often
CRM-1199150,2022,3,2022-07-01,2022-09-29,7,4,Once a Day,4,5,I don't use it often
CRM-1468150,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,5,I tried but could not find everything I need
CRM-1489150,2022,1,2022-01-01,2022-03-21,7,3,Once a Day,3,4,I am able to report everything easily
CRM-1489150,2022,3,2022-07-01,2022-09-08,7,4,Once a Day,4,3,I am able to report everything easily
CRM-1491100,2022,3,2022-07-01,2022-08-15,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1491100,2022,3,2022-07-01,2022-08-05,6,3,Once a Week,3,3,I need someone from Insider team to provide me the report from the panel
